horse,dist_course,dc_n,dc_wins,dc_wr
シュガーコルト,1800_ダート,9,0,0.0
シュガーコルト,1900_ダート,1,0,0.0
シュガーコルト,2400_ダート,1,0,0.0
シュガーハイ,1800_ダート,1,0,0.0
シュガービスケッツ,1800_ダート,1,0,0.0
シュガーフロート,1000_ダート,1,0,0.0
シュガーフロート,1400_ダート,1,0,0.0
シュガーフロート,1400_芝,1,0,0.0
シュシュトディエス,1000_芝,2,0,0.0
シュシュトディエス,1200_ダート,1,0,0.0
シュシュトディエス,1200_芝,2,0,0.0
シュタールヴィント,1200_芝,2,1,0.5
シュタールヴィント,1400_芝,2,0,0.0
シュタールヴィント,1600_芝,5,1,0.2
シュタールヴィント,1800_芝,3,0,0.0
シュタールヴィント,2000_芝,5,0,0.0
シュテフィ,1400_ダート,1,0,0.0
シュテフィ,1400_芝,1,0,0.0
シュテフィ,1800_ダート,1,0,0.0
シュテルンロット,1700_ダート,1,0,0.0
シュトラウス,1400_芝,3,1,0.3333333333333333
シュトラウス,1600_芝,1,0,0.0
シュトラウス,1800_芝,1,0,0.0
シュトラウス,2000_芝,1,1,1.0
シュトルーヴェ,2000_芝,1,0,0.0
シュトルーヴェ,2200_芝,1,0,0.0
シュトルーヴェ,2400_芝,1,1,1.0
シュトルーヴェ,2500_芝,3,1,0.3333333333333333
シュトルーヴェ,3400_芝,1,0,0.0
シュドゥン,1800_ダート,1,0,0.0
シュニー,1400_ダート,3,0,0.0
シュニー,1700_ダート,1,0,0.0
シュネルカガ,1800_芝,1,0,0.0
シュネルラウフェン,1800_芝,1,0,0.0
シュネーグロッケン,1700_ダート,1,0,0.0
シュネーグロッケン,1800_ダート,1,0,0.0
シュハリ,2000_芝,2,0,0.0
シュバルツカイザー,1200_芝,6,1,0.16666666666666666
シュバルツカイザー,1400_芝,3,0,0.0
シュバルツカイザー,1600_芝,2,0,0.0
シュバルツガイスト,1200_ダート,2,0,0.0
シュバルツガイスト,1400_ダート,2,0,0.0
シュバルツクーゲル,1800_芝,1,0,0.0
シュバルツクーゲル,2000_芝,4,1,0.25
シュバルツクーゲル,2200_芝,1,0,0.0
シュバルツクーゲル,2400_芝,1,0,0.0
シュバルツクーゲル,2600_芝,1,0,0.0
シュバルツクーゲル,3000_芝,1,0,0.0
シュバルツマサムネ,1600_芝,2,0,0.0
シュバルツマサムネ,2000_芝,4,1,0.25
シュバルツマサムネ,2200_芝,1,0,0.0
シュピカ,1800_ダート,2,0,0.0
シュブリーム,1600_芝,1,0,0.0
シュブリーム,1800_芝,2,0,0.0
シュブリーム,2000_芝,3,0,0.0
シュブリーム,2500_芝,2,0,0.0
シュブロンレーヴル,1200_芝,1,0,0.0
シュブロンレーヴル,1400_芝,3,0,0.0
シュブロンレーヴル,1700_ダート,1,0,0.0
シュプリンガー,1800_ダート,3,0,0.0
シュプリンガー,1900_ダート,5,0,0.0
シュプリンガー,2400_芝,2,0,0.0
シュペルリング,1400_芝,1,0,0.0
シュホ,2000_芝,1,0,0.0
シュライフェ,1700_ダート,1,0,0.0
シュライフェ,2000_芝,3,0,0.0
シュラザック,1600_ダート,1,0,0.0
シュラザック,1700_ダート,1,1,1.0
シュラザック,1800_ダート,3,2,0.6666666666666666
シュラフ,1000_芝,3,0,0.0
シュラフ,1200_芝,3,0,0.0
シュヴァリエローズ,2000_芝,2,0,0.0
シュヴァリエローズ,2200_芝,2,0,0.0
シュヴァリエローズ,2400_芝,2,1,0.5
シュヴァリエローズ,2500_芝,1,0,0.0
シュヴァリエローズ,3200_芝,1,0,0.0
シュヴァリエローズ,3600_芝,1,1,1.0
シュヴァルツナーガ,1700_ダート,3,0,0.0
シュヴァルツリーベ,1200_ダート,1,0,0.0
シュヴァルツリーベ,1400_芝,1,0,0.0
シュヴァルボヌール,1150_ダート,1,0,0.0
シュヴェルトライテ,1200_芝,10,0,0.0
シュヴェルトライテ,1400_芝,6,0,0.0
シュークリーム,1000_ダート,1,0,0.0
シュークリーム,1150_ダート,1,0,0.0
シュークリーム,1200_芝,4,0,0.0
シュードタキライト,1200_芝,2,0,0.0
ショウサンキズナ,1800_ダート,4,0,0.0
ショウサンキズナ,1900_ダート,3,0,0.0
ショウサンキズナ,2100_ダート,1,0,0.0
ショウナンアキドン,1800_芝,2,0,0.0
ショウナンアキドン,2000_芝,1,0,0.0
ショウナンアデイブ,1800_芝,4,2,0.5
ショウナンアデイブ,2000_芝,8,1,0.125
ショウナンアデイブ,2500_芝,1,0,0.0
ショウナンアトレ,1700_ダート,2,0,0.0
ショウナンアビアス,1150_ダート,1,0,0.0
ショウナンアビアス,1200_ダート,5,2,0.4
ショウナンアビアス,1300_ダート,1,0,0.0
ショウナンアビアス,1400_ダート,4,1,0.25
ショウナンアメリア,1200_芝,6,0,0.0
ショウナンアレクサ,1600_芝,3,1,0.3333333333333333
ショウナンアレス,1200_芝,2,0,0.0
ショウナンアレス,1400_芝,2,0,0.0
ショウナンアレス,1600_芝,2,0,0.0
ショウナンカブト,1600_ダート,5,0,0.0
ショウナンカブト,1700_ダート,2,0,0.0
ショウナンカブト,1800_ダート,4,0,0.0
ショウナンカリス,1200_芝,1,0,0.0
ショウナンカリス,1400_芝,1,1,1.0
ショウナンガチ,2000_芝,2,0,0.0
ショウナンガチ,2200_芝,1,0,0.0
ショウナンガチ,2600_芝,1,0,0.0
ショウナンガルフ,1800_芝,1,1,1.0
ショウナンガロ,1600_ダート,2,0,0.0
ショウナンガロ,1800_ダート,1,0,0.0
ショウナンサエッタ,1800_ダート,2,0,0.0
ショウナンサムデイ,1800_芝,2,0,0.0
ショウナンサムデイ,2000_芝,5,2,0.4
ショウナンザナドゥ,1200_芝,1,0,0.0
ショウナンザナドゥ,1400_芝,2,1,0.5
ショウナンザナドゥ,1600_芝,5,0,0.0
ショウナンダール,1800_芝,1,0,0.0
ショウナンダール,2200_芝,1,0,0.0
ショウナンナダル,1400_芝,2,0,0.0
ショウナンナダル,1800_芝,2,0,0.0
ショウナンハウル,1900_ダート,1,0,0.0
ショウナンハウル,2200_芝,5,1,0.2
ショウナンハウル,2300_芝,1,0,0.0
ショウナンハウル,2400_芝,3,0,0.0
ショウナンハウル,2600_芝,1,0,0.0
ショウナンハクウン,1200_ダート,2,1,0.5
ショウナンハクウン,1400_芝,1,0,0.0
ショウナンハクラク,1000_芝,1,0,0.0
ショウナンハクラク,1200_芝,10,0,0.0
ショウナンバシット,1800_芝,1,0,0.0
ショウナンバシット,2000_ダート,1,0,0.0
ショウナンバシット,2200_芝,1,0,0.0
ショウナンバシット,2400_芝,1,0,0.0
ショウナンバシット,2500_芝,1,0,0.0
ショウナンバシット,2600_芝,2,2,1.0
ショウナンバシット,3000_芝,1,0,0.0
ショウナンバシット,3400_芝,1,0,0.0
ショウナンバルドル,1800_芝,1,0,0.0
ショウナンバルドル,2000_芝,2,0,0.0
ショウナンバルドル,2200_芝,1,0,0.0
ショウナンマクベス,1800_芝,3,0,0.0
ショウナンマクベス,2000_芝,3,1,0.3333333333333333
ショウナンマグマ,1600_芝,2,0,0.0
ショウナンマグマ,1800_芝,8,0,0.0
ショウナンマグマ,2000_芝,6,0,0.0
ショウナンマッハ,1000_芝,3,1,0.3333333333333333
ショウナンマッハ,1200_芝,9,0,0.0
ショウナンマヌエラ,1600_芝,2,0,0.0
ショウナンマヌエラ,2400_芝,1,0,0.0
ショウナンマリーナ,1200_芝,1,0,0.0
ショウナンヤッホー,1400_ダート,1,0,0.0
ショウナンヤッホー,1700_ダート,1,1,1.0
ショウナンライシン,1400_ダート,2,0,0.0
ショウナンライシン,1600_ダート,4,1,0.25
ショウナンライシン,1700_ダート,7,1,0.14285714285714285
ショウナンライシン,1800_ダート,1,0,0.0
ショウナンライシン,1900_ダート,1,0,0.0
ショウナンラウール,1400_芝,3,0,0.0
ショウナンラウール,1500_芝,1,0,0.0
ショウナンラウール,1600_芝,2,0,0.0
ショウナンラスボス,1200_芝,8,0,0.0
ショウナンラスボス,1400_芝,3,0,0.0
ショウナンラスボス,1600_芝,4,0,0.0
ショウナンラピダス,1800_芝,2,2,1.0
ショウナンラピダス,2000_芝,1,0,0.0
ショウナンラフィネ,1200_芝,2,0,0.0
ショウナンラフィネ,1400_芝,1,0,0.0
ショウナンラフィネ,1600_芝,2,0,0.0
ショウナンラフィネ,1800_芝,1,0,0.0
ショウナンラフィネ,2000_芝,1,0,0.0
ショウナンラプンタ,2200_芝,3,0,0.0
ショウナンラプンタ,2400_芝,4,2,0.5
ショウナンラプンタ,3000_芝,2,0,0.0
ショウナンラプンタ,3200_芝,1,0,0.0
ショウヘイ,1800_芝,1,0,0.0
ショウヘイ,2200_芝,1,1,1.0
ショウヘイ,2400_芝,2,0,0.0
ショウヘイ,3000_芝,1,0,0.0
ショウリュウレーヴ,1400_芝,1,0,0.0
ショコラブレッド,1200_ダート,2,0,0.0
ショショローザ,2000_芝,1,0,0.0
ショーケン,1700_ダート,1,0,0.0
ショーケン,1800_ダート,4,0,0.0
ショーケン,1800_芝,1,0,0.0
ショーダンサー,1800_ダート,3,1,0.3333333333333333
ショーヒデキラ,1600_芝,4,0,0.0
ショーヘーフェイス,1800_ダート,4,1,0.25
ショーヘーフェイス,1900_ダート,1,0,0.0
ショーマンフリート,1600_芝,2,0,0.0
ショーマンフリート,1800_芝,4,0,0.0
ショーマンフリート,2000_芝,3,1,0.3333333333333333
ショーマンフリート,2400_芝,1,0,0.0
ショーモッシュ,1150_ダート,1,0,0.0
ショーモン,1600_芝,1,0,0.0
ショーモン,1800_芝,1,0,0.0
ショーモン,1900_ダート,1,0,0.0
ショーモン,2000_芝,6,1,0.16666666666666666
ショーモン,2500_芝,1,0,0.0
ショーリバース,1600_ダート,2,0,0.0
ショーヴァロンス,1600_ダート,1,0,0.0
ショーヴァロンス,1700_ダート,1,0,0.0
ショーヴァロンス,1800_ダート,1,0,0.0
シラキヌ,1200_ダート,3,1,0.3333333333333333
シラヌイ,1400_芝,1,0,0.0
シランケド,1600_芝,1,1,1.0
シランケド,1800_芝,2,1,0.5
シランケド,2000_芝,6,5,0.8333333333333334
シリアルノヴェル,2200_芝,1,0,0.0
シリアルノヴェル,2400_芝,2,0,0.0
シリアルノヴェル,2500_芝,1,0,0.0
シリアルノヴェル,2600_芝,3,2,0.6666666666666666
シリアルノヴェル,3000_芝,1,0,0.0
シリウス,1200_ダート,4,1,0.25
シリウスコルト,1600_芝,2,1,0.5
シリウスコルト,1800_芝,2,1,0.5
シリウスコルト,2000_芝,8,2,0.25
シリンガバルガリス,2600_芝,2,0,0.0
シルキーガール,2000_芝,4,1,0.25
シルキーヴォイス,2000_芝,2,0,0.0
シルキーヴォイス,2200_芝,3,0,0.0
シルキーヴォイス,2400_芝,1,0,0.0
シルキーヴォイス,2500_芝,1,0,0.0
シルキーヴォイス,2600_芝,1,0,0.0
シルキーヴォイス,3000_芝,1,0,0.0
シルトプレ,1700_ダート,1,0,0.0
シルトホルン,1600_芝,2,0,0.0
シルトホルン,1800_芝,7,1,0.14285714285714285
シルトホルン,2000_芝,4,0,0.0
シルトホルン,2400_芝,1,0,0.0
シルバーエース,1900_ダート,1,0,0.0
シルバーエース,2000_ダート,1,0,0.0
シルバーカレッジ,1800_芝,1,0,0.0
シルバージュエリー,1200_芝,1,0,0.0
シルバージュエリー,1600_芝,1,0,0.0
シルバースペード,1600_芝,3,0,0.0
シルバースペード,1800_芝,1,0,0.0
シルバーダイヤ,1200_芝,1,0,0.0
シルバーダイヤ,1600_芝,1,0,0.0
シルバーダイヤ,1800_芝,1,0,0.0
シルバーナイツ,1400_芝,1,0,0.0
シルバーニース,1600_ダート,2,0,0.0
シルバーニース,1700_ダート,1,0,0.0
シルバーニース,1800_ダート,2,0,0.0
シルバーニース,1800_芝,1,0,0.0
シルバーブレッド,1600_芝,1,0,0.0
シルバーブレッド,1700_ダート,2,0,0.0
シルバープリペット,1600_芝,1,0,0.0
シルバープリペット,1800_芝,3,0,0.0
シルバープリペット,2000_芝,3,0,0.0
シルバープリペット,2200_芝,2,0,0.0
シルバープリペット,2400_芝,1,0,0.0
シルバープリペット,2500_芝,2,0,0.0
シルバープリペット,2600_芝,3,0,0.0
シルバーレイン,1400_芝,1,0,0.0
シルバーレイン,1600_芝,2,0,0.0
シルバーレイン,1800_芝,1,0,0.0
シルフィードレーヴ,1200_芝,2,0,0.0
シルフズミスチーフ,1200_ダート,1,0,0.0
シルフズミスチーフ,1400_ダート,1,0,0.0
シルブロン,2000_芝,1,0,0.0
シルブロン,2200_芝,1,0,0.0
シルブロン,2600_芝,2,0,0.0
シルブロン,3400_芝,1,0,0.0
シルブロン,3600_芝,1,1,1.0
シルヴァティカ,1600_ダート,1,0,0.0
シルヴァティカ,1800_ダート,2,0,0.0
シルヴァーゴースト,1150_ダート,1,0,0.0
シルヴァーゴースト,1200_ダート,1,0,0.0
シルヴァーソニック,3000_芝,1,0,0.0
シルヴァーソニック,3200_芝,1,0,0.0
シルヴァーデューク,1400_芝,2,0,0.0
シルヴァーデューク,1600_芝,1,0,0.0
シルヴァーデューク,1800_ダート,1,0,0.0
シルヴァーデューク,1800_芝,2,0,0.0
シロノクミキョク,1800_芝,2,0,0.0
シロノクミキョク,2000_芝,1,0,0.0
シロン,1000_芝,2,0,0.0
シロン,1200_芝,5,1,0.2
シロン,1400_ダート,1,0,0.0
シロン,1600_芝,1,0,0.0
シンエン,1200_ダート,2,0,0.0
シンエン,1400_ダート,1,0,0.0
シンエン,1700_ダート,1,0,0.0
シンエンペラー,2000_芝,2,0,0.0
シンエンペラー,2400_芝,1,0,0.0
シングザットソング,1400_芝,6,0,0.0
シングザットソング,1600_芝,5,0,0.0
シングザットソング,1800_芝,2,0,0.0
シングンラオウ,1150_ダート,1,0,0.0
シンコーナホチャン,1800_ダート,2,0,0.0
シンシアウィッシュ,1800_芝,1,0,0.0
シンシアリダーリン,2000_芝,1,0,0.0
シンゼンイズモ,1400_ダート,3,0,0.0
シンゼンカガ,1600_芝,1,0,0.0
シンゼンカガ,1800_芝,3,0,0.0
シンゼンカガ,2000_芝,1,0,0.0
シンゼンシャイン,1000_ダート,3,0,0.0
シンゼンハット,1800_ダート,1,0,0.0
シンティレーション,1800_芝,4,1,0.25
シンティレーション,2000_芝,2,1,0.5
シンティレーション,2200_芝,1,0,0.0
シンデレラガール,1800_芝,1,0,0.0
シンデレラスマイル,1200_芝,5,0,0.0
シンデレラスマイル,1800_芝,1,0,0.0
シントーハナノボス,1150_ダート,1,0,0.0
シンドバッド,2200_芝,1,0,0.0
シンドリームシン,1400_ダート,1,0,0.0
シンドリームシン,1600_芝,3,0,0.0
シンドリームシン,1800_芝,2,0,0.0
シンドリームシン,2200_芝,1,0,0.0
シンハナーダ,1600_芝,1,1,1.0
シンハナーダ,1800_芝,1,0,0.0
シンハナーダ,2000_芝,3,2,0.6666666666666666
シンハナーダ,2400_芝,1,0,0.0
シンバーシア,1400_芝,3,1,0.3333333333333333
シンビリーブ,1800_ダート,1,0,0.0
シンビリーブ,1900_ダート,1,0,0.0
シンフォーエバー,1400_芝,1,0,0.0
シンフォーエバー,1600_芝,5,0,0.0
シンフォーエバー,1800_ダート,1,0,0.0
シンプリーオーサム,1400_芝,5,0,0.0
シンボリックレルム,1700_ダート,1,0,0.0
シンボリックレルム,1800_ダート,1,0,0.0
シンボリノエル,1150_ダート,1,0,0.0
シンボリノエル,1700_ダート,2,0,0.0
シンボリノエル,1800_ダート,1,0,0.0
シンヨモギネス,1700_ダート,2,0,0.0
シンヨモギネス,1800_ダート,7,0,0.0
シンヨモギネス,1900_ダート,1,0,0.0
シンリミテス,1700_ダート,3,0,0.0
シンリミテス,1800_ダート,5,0,0.0
シンリミテス,1800_芝,1,0,0.0
シンリミテス,2000_ダート,1,0,0.0
シンリョクカ,1600_芝,1,0,0.0
シンリョクカ,1800_芝,3,0,0.0
シンリョクカ,2000_芝,4,1,0.25
シンリョクカ,2200_芝,2,0,0.0
シンリョクカ,2400_芝,1,0,0.0
シンリンゲンカイ,1200_芝,1,0,0.0
シヴァース,1600_芝,7,3,0.42857142857142855
シヴァース,1800_芝,2,2,1.0
シヴァース,2000_芝,2,0,0.0
シーウィザード,1800_芝,1,0,0.0
シーウィザード,2000_芝,3,1,0.3333333333333333
シーウィザード,2200_芝,3,0,0.0
シーウィザード,2400_芝,2,0,0.0
シーオン,1200_芝,1,0,0.0
シークザドリーム,1200_ダート,1,0,0.0
シークレットイスラ,1600_芝,1,0,0.0
シークレットイスラ,2000_芝,1,0,0.0
シークレットキー,1400_ダート,1,0,0.0
シークレットキー,1400_芝,2,0,0.0
シークレットキー,1700_ダート,5,2,0.4
シークレットキー,1800_ダート,2,0,0.0
シークレットマター,1800_ダート,2,0,0.0
シークレットラン,2000_芝,1,0,0.0
シークレットラン,2100_ダート,1,0,0.0
シークレットラン,2600_芝,1,0,0.0
シークレットヴァウ,1150_ダート,1,1,1.0
シークレットヴァウ,1200_ダート,3,1,0.3333333333333333
シーグラス,2000_芝,1,0,0.0
シーグラス,2400_芝,1,0,0.0
シーグラス,2600_芝,2,0,0.0
シーグルロス,1200_芝,2,0,0.0
シーグルロス,1600_芝,1,0,0.0
シーズアクイーン,1000_芝,2,0,0.0
シーズオブホープ,2000_芝,1,0,0.0
シーズオブホープ,2200_芝,1,0,0.0
シーズオブホープ,2600_芝,1,0,0.0
シーズンリッチ,1600_芝,2,0,0.0
シーズンリッチ,1800_芝,2,0,0.0
シーズンリッチ,2000_芝,4,0,0.0
シーズンリッチ,2600_芝,1,0,0.0
シーソーゲーム,2000_芝,1,0,0.0
シーニックビュー,1600_ダート,1,0,0.0
シーミハットク,1400_芝,1,0,0.0
シーリュウシー,1700_ダート,1,0,0.0
シーリュウシー,2400_ダート,5,0,0.0
シーリュウシー,2500_ダート,2,0,0.0
ジェイエルキャリア,1400_ダート,1,0,0.0
ジェイエルトランス,1200_ダート,4,0,0.0
ジェイエルバルカー,1000_ダート,1,0,0.0
ジェイエルバルカー,1000_芝,2,0,0.0
ジェイエルバルカー,1200_ダート,4,0,0.0
ジェイエルバース,1200_ダート,1,0,0.0
ジェイエルフラッグ,1800_ダート,1,0,0.0
ジェイエルマスター,1600_ダート,1,1,1.0
ジェイエルマスター,2100_ダート,1,0,0.0
ジェイパームス,1600_ダート,1,1,1.0
ジェイパームス,1600_芝,1,0,0.0
ジェイパームス,1800_芝,3,2,0.6666666666666666
ジェイパームス,2000_芝,2,0,0.0
ジェゼロ,2000_芝,1,0,0.0
ジェゼロ,2200_芝,1,0,0.0
ジェットエンブレム,1000_ダート,1,0,0.0
ジェットエンブレム,1200_ダート,5,0,0.0
ジェットブレイク,1200_ダート,1,0,0.0
ジェットブレード,2000_芝,4,1,0.25
ジェットブレード,2200_芝,3,0,0.0
ジェットマグナム,1600_芝,1,0,0.0
ジェットマグナム,1800_芝,5,0,0.0
ジェットマグナム,2000_芝,3,1,0.3333333333333333
ジェットマックス,1200_ダート,1,0,0.0
ジェットモーション,2200_芝,1,0,0.0
ジェニファー,1000_ダート,2,0,0.0
ジェニファー,1400_芝,1,0,0.0
ジェネラーレ,1150_ダート,1,0,0.0
ジェネラーレ,1200_ダート,2,1,0.5
ジェネラーレ,1200_芝,1,0,0.0
ジェネラーレ,1800_ダート,1,0,0.0
ジェバーダ,1400_ダート,1,0,0.0
ジェミニキング,2400_ダート,1,0,0.0
ジェミート,1400_ダート,2,0,0.0
ジェムステート,1200_芝,1,0,0.0
ジェムステート,1600_芝,1,0,0.0
ジェモロジー,1800_芝,1,0,0.0
ジェモロジー,2000_芝,2,0,0.0
ジェルブロア,2000_芝,1,0,0.0
ジェロニモス,1800_ダート,1,0,0.0
